-16	-2.4258	2.0966e-06
-16	-2.3971	1.7527e-06
-16	-1.0191	1.7214e-06
-16	-0.99043	2.4293e-06
-16	-0.96172	2.7457e-06
-16	-0.93301	3.3992e-06
-16	-0.90431	5.5847e-06
-16	-0.8756	8.0673e-06
-16	-0.84689	1.2408e-05
-16	-0.81818	1.4684e-05
-16	-0.78947	1.3081e-05
-16	-0.76077	7.9808e-06
-16	-0.73206	3.067e-06
-16	-0.50239	1.5032e-06
-16	-0.47368	1.3395e-06
-16	-0.38756	1.0394e-06
-16	-0.35885	1.3999e-06
-16	-0.27273	2.7399e-06
-16	-0.24402	6.9709e-06
-16	-0.21531	9.7753e-06
-16	-0.1866	1.2024e-05
-16	-0.15789	1.2207e-05
-16	-0.12919	1.4353e-05
-16	-0.10048	2.2126e-05
-16	-0.07177	3.4088e-05
-16	-0.043062	4.3163e-05
-16	-0.014354	4.146e-05
-16	0.014354	3.3767e-05
-16	0.043062	1.8363e-05
-16	0.07177	6.2374e-06
-16	0.15789	1.5772e-06
-16	0.27273	1.2739e-06
-16	0.30144	1.9784e-06
-16	0.33014	1.5157e-06
-16	0.41627	1.2259e-06
-16	0.44498	1.2691e-06
-16	0.5311	2.3115e-06
-16	0.55981	5.1153e-06
-16	0.58852	7.0787e-06
-16	0.61722	7.263e-06
-16	0.64593	6.8331e-06
-16	0.67464	7.6593e-06
-16	0.70335	1.1193e-05
-16	0.73206	1.5663e-05
-16	0.76077	1.7755e-05
-16	0.78947	1.5093e-05
-16	0.81818	9.3264e-06
-16	0.84689	3.8511e-06
-15.975	-2.4258	1.8811e-06
-15.975	-2.3971	1.7857e-06
-15.975	-0.93301	1.4318e-06
-15.975	-0.90431	6.6024e-06
-15.975	-0.8756	1.2629e-05
-15.975	-0.84689	2.3902e-05
-15.975	-0.81818	3.2929e-05
-15.975	-0.78947	3.4318e-05
-15.975	-0.76077	2.6785e-05
-15.975	-0.73206	1.4274e-05
-15.975	-0.70335	4.3654e-06
-15.975	-0.61722	2.1657e-06
-15.975	-0.58852	2.7475e-06
-15.975	-0.55981	1.5176e-06
-15.975	-0.47368	1.2407e-06
-15.975	-0.44498	1.5187e-06
-15.975	-0.41627	1.3017e-06
-15.975	-0.33014	1.0705e-06
-15.975	-0.30144	1.9155e-06
-15.975	-0.27273	3.2295e-06
-15.975	-0.24402	4.3677e-06
-15.975	-0.21531	4.1887e-06
-15.975	-0.1866	2.1249e-06
-15.975	-0.12919	7.1904e-06
-15.975	-0.10048	2.7654e-05
-15.975	-0.07177	5.9452e-05
-15.975	-0.043062	9.0016e-05
-15.975	-0.014354	0.0001003
-15.975	0.014354	9.3706e-05
-15.975	0.043062	6.501e-05
-15.975	0.07177	3.0914e-05
-15.975	0.10048	7.9418e-06
-15.975	0.15789	2.1342e-06
-15.975	0.1866	4.6591e-06
-15.975	0.21531	3.7992e-06
-15.975	0.24402	2.106e-06
-15.975	0.33014	1.6263e-06
-15.975	0.35885	1.7236e-06
-15.975	0.38756	1.1523e-06
-15.975	0.50239	1.6512e-06
-15.975	0.5311	2.5099e-06
-15.975	0.55981	3.0267e-06
-15.975	0.58852	2.2068e-06
-15.975	0.64593	1.1739e-06
-15.975	0.67464	4.442e-06
-15.975	0.70335	1.4661e-05
-15.975	0.73206	2.8015e-05
-15.975	0.76077	3.7908e-05
-15.975	0.78947	3.8116e-05
-15.975	0.81818	2.959e-05
-15.975	0.84689	1.6213e-05
-15.975	0.8756	5.7444e-06
-15.975	0.90431	1.8164e-06
-15.949	-2.4258	2.0916e-06
-15.949	-2.3971	1.7695e-06
-15.949	-0.99043	1.9107e-06
-15.949	-0.96172	1.8536e-06
-15.949	-0.93301	1.0138e-06
-15.949	-0.90431	3.7173e-06
-15.949	-0.8756	1.0352e-05
-15.949	-0.84689	2.832e-05
-15.949	-0.81818	4.9591e-05
-15.949	-0.78947	6.0949e-05
-15.949	-0.76077	5.4245e-05
-15.949	-0.73206	3.273e-05
-15.949	-0.70335	1.0876e-05
-15.949	-0.61722	4.8639e-06
-15.949	-0.58852	5.918e-06
-15.949	-0.55981	2.6279e-06
-15.949	-0.50239	1.5865e-06
-15.949	-0.47368	4.374e-06
-15.949	-0.44498	4.0274e-06
-15.949	-0.41627	2.2484e-06
-15.949	-0.35885	1.5637e-06
-15.949	-0.33014	3.9776e-06
-15.949	-0.30144	3.6167e-06
-15.949	-0.27273	1.4932e-06
-15.949	-0.24402	2.5959e-06
-15.949	-0.21531	5.7293e-06
-15.949	-0.1866	9.7407e-06
-15.949	-0.15789	7.9264e-06
-15.949	-0.12919	4.2908e-06
-15.949	-0.10048	1.6574e-05
-15.949	-0.07177	5.8887e-05
-15.949	-0.043062	0.00011955
-15.949	-0.014354	0.00016418
-15.949	0.014354	0.0001678
-15.949	0.043062	0.00013311
-15.949	0.07177	7.0933e-05
-15.949	0.10048	1.9908e-05
-15.949	0.15789	4.4722e-06
-15.949	0.1866	1.0234e-05
-15.949	0.21531	7.7279e-06
-15.949	0.24402	3.4133e-06
-15.949	0.30144	2.4777e-06
-15.949	0.33014	5.3813e-06
-15.949	0.35885	4.298e-06
-15.949	0.38756	1.1445e-06
-15.949	0.44498	1.7153e-06
-15.949	0.47368	3.5464e-06
-15.949	0.50239	2.7441e-06
-15.949	0.5311	1.0408e-06
-15.949	0.55981	2.0559e-06
-15.949	0.58852	5.1318e-06
-15.949	0.61722	5.8439e-06
-15.949	0.64593	3.1239e-06
-15.949	0.67464	2.3559e-06
-15.949	0.70335	9.3197e-06
-15.949	0.73206	2.8829e-05
-15.949	0.76077	5.1767e-05
-15.949	0.78947	6.3332e-05
-15.949	0.81818	5.5319e-05
-15.949	0.84689	3.433e-05
-15.949	0.8756	1.3292e-05
-15.949	0.90431	4.5552e-06
-15.949	0.96172	1.2456e-06
-15.949	0.99043	2.2018e-06
-15.949	1.0191	1.366e-06
-15.924	-2.4258	2.0427e-06
-15.924	-2.3971	1.7953e-06
-15.924	-1.0191	1.8462e-06
-15.924	-0.99043	4.1101e-06
-15.924	-0.96172	3.9982e-06
-15.924	-0.93301	1.034e-06
-15.924	-0.90431	1.0898e-06
-15.924	-0.8756	7.1477e-06
-15.924	-0.84689	2.7891e-05
-15.924	-0.81818	5.5307e-05
-15.924	-0.78947	7.2441e-05
-15.924	-0.76077	6.6572e-05
